name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,MealType,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
Five Star Chicken,"484/4, 14th Main, Sbm Colony, 2nd Block 1st Stage, Opposite Manoj Pharmacy, Banashankari, Bengaluru India",India,,Karnataka,Fast Food        ,,   ,                       ,                            ,12.94,77.56,"484/4, 14th Main, Sbm Colony, 2nd Block 1st Stage, Opposite Manoj Pharmacy, Banashankari",     ,0.0,+91 99808 00533,,,,
Thai Lotus Salon,"2730 80 Feet Road, Bengaluru 560038 India",India,560038,Karnataka,Thai        ,,   ,                       ,                            ,12.98,77.65,"2730 80 Feet Road, 560038",     ,0.0,+91 80 2520 9999,,,,
Oh My God,"66, Coles Road, Near Ing Vysya Bank, Frazer Town, Bengaluru 560005 India",India,560005,Karnataka,        ,,   ,                       ,                            ,13.0,77.61,"66, Coles Road, Near Ing Vysya Bank, Frazer Town, 560005",     ,0.0,+91 98800 07853,,,,
Iyengar's Bakery,"1446, 39th F Cross, 18th Main, 4th T Block, Opposite Sai Baba Temple, Jayanagar, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.92,77.59,"1446, 39th F Cross, 18th Main, 4th T Block, Opposite Sai Baba Temple, Jayanagar",     ,0.0,+91 78298 67249,,,,
Ambur Biryani Center,"49/1, Kudlu Gate, Next to Hdfc Bank Atm, Hosur Road, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.84,77.68,"49/1, Kudlu Gate, Next to Hdfc Bank Atm, Hosur Road",     ,0.0,+91 98805 02794,,,,
Kappa,"Doddathogur Village, Near Velankani, Phase I, Electronic City, Bangalore, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.85,77.67,"Doddathogur Village, Near Velankani, Phase I, Electronic City, Bangalore",     ,0.0,+91 94469 43784,,,,
Siddique Kabab Centre,"72 St. Johns Church Road, Bengaluru 560005 India",India,560005,Karnataka,Indian        ,,   ,                       ,                            ,12.99,77.61,"72 St. Johns Church Road, 560005",     ,0.0,1.10E+11,,,,
The Cafe Kanthari,"Nithya Shree Building Begur Main Road Near Indian Oil Petrol Bunk, Bengaluru 560068 India",India,560068,Karnataka,        ,"Established in February 2020, The Cafe Kanthari is a Bangalore based start-up that aims to cater to the goals of conscious and healthy eating. We seek to provide the taste and essence of traditional Kerala food to both Keralites based outside of the state and to our non-Keralite guests who love our cuisine or are open to experimenting with new flavours.",   ,                       ,                            ,12.89,77.63,"Nithya Shree Building Begur Main Road, Near Indian Oil Petrol Bunk, 560068",     ,0.0,+91 97497 42211,,,,
Shirdi Sai Bhavan,"17/91/1, 20th Main, Maruthi Nagar Road, 1st Stage, Near Citibank Atm, Btm Layout, Bengaluru 560029 India",India,560029,Karnataka,        ,,   ,                       ,                            ,12.92,77.61,"17/91/1, 20th Main, Maruthi Nagar Road, 1st Stage, Near Citibank Atm, Btm Layout, 560029",     ,0.0,+91 99453 42460,,,,
Hotel Ashok Samrat Restaurant,"1/1 Sri Ayyappa Complex Dinnur Main Road, Bengaluru 560032 India",India,560032,Karnataka,Chinese Cafe       ,,Vegetarian Friendly   ,                       ,                            ,13.02,77.6,"1/1 Sri Ayyappa Complex Dinnur Main Road, 560032",     ,0.0,+91 80 2292 4040,,,,
Sai Kripa Food Point,"175, Battarahalli, KR Puram, Near Garden City College, Bengaluru India",India,,Karnataka,Indian        ,,   ,                       ,                            ,13.0,77.72,"175, Battarahalli, KR Puram, Near Garden City College",     ,0.0,+91 85532 19246,,,,
Vaigai Vilas,"No:128, 1st Floor , Near Itpl Service Rd, Pattandur Agrahara, Whitefield, Bengaluru 560067 India",India,560067,Karnataka,Indian        ,,   ,                       ,                            ,12.98,77.74,"No:128, 1st Floor , Near Itpl Service Rd, Pattandur Agrahara, Whitefield, 560067",     ,0.0,+91 82960 66070,,,,
Zoravar,"90/1b Kings Cross Building 4th Floor Outer Ring Road Next To Innovative Multiplex, Bengaluru 560056 India",India,560056,Karnataka,Chinese        ,,   ,                       ,                            ,12.96,77.5,"90/1b Kings Cross Building 4th Floor Outer Ring Road, Next To Innovative Multiplex, 560056",     ,0.0,+91 80 4126 2918,,,,
Mcdonald's,"Ground Floor, Seegehalli, Kadugodi, Bengaluru 560067 India",India,560067,Karnataka,        ,,   ,                       ,                            ,13.01,77.76,"Ground Floor, Seegehalli, Kadugodi, 560067",     ,0.0,+91 22 6600 0666,,,,
Dilli Galli,"Dilli Galli, Sh 35 , Opposite Sandeep Vihar, Kannamanga, Bengaluru 560067 India",India,560067,Karnataka,Indian        ,,   ,                       ,                            ,12.93,77.74,"Dilli Galli, Sh 35 , Opposite Sandeep Vihar, Kannamanga, 560067",     ,0.0,+91 70939 47020,,,,
Taste of Tongue,"40, 15th Main, MSR Industrial Estate Road, Mathikere, Bengaluru 560054 India",India,560054,Karnataka,Cafe        ,,   ,                       ,                            ,13.03,77.56,"40, 15th Main, MSR Industrial Estate Road, Mathikere, 560054",     ,0.0,+91 97405 50344,,,,
Sree Gajanana Fruit Juice Centre,"6th Mallesh Pallya, Kaggadasapura Area, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.97,77.68,"6th Mallesh Pallya, Kaggadasapura Area",     ,0.0,+91 99808 09312,,,,
Renuka Bar & Restaurant,"Renuka Hesaraghatta Main Road T. Dasaralli, Bengaluru 560073 India",India,560073,Karnataka,        ,,   ,                       ,                            ,13.06,77.51,"Renuka Hesaraghatta Main Road, T. Dasaralli, 560073",     ,0.0,+91 99721 38222,,,,
Nandini Cool Joint,"12/0 - 1 19th Main, Near Gnan Srishti School Hsr Layout, Near Gnan Srishti School, Bengaluru 560102 India",India,560102,Karnataka,Cafe        ,,Vegetarian Friendly   ,                       ,                            ,12.91,77.64,"12/0 - 1 19th Main, Near Gnan Srishti School, Hsr Layout, Near Gnan Srishti School, 560102",     ,0.0,+91 89042 14583,,,,
Spoorthi Siri Sagar Veg,"#107 Thimmaka Layoit Cholanayakanahalli R T Nagar Post, Bengaluru 560032 India",India,560032,Karnataka,Cafe        ,,   ,                       ,                            ,13.03,77.6,"#107 Thimmaka Layoit Cholanayakanahalli, R T Nagar Post, 560032",     ,0.0,+91 95609 53695,,,,
Nandini Thatte Idly,"351 Opposite Pai Mobiles Bannerghatta Road, Opposite Pai Mobiles, Bengaluru 560076 India",India,560076,Karnataka,Cafe        ,,   ,                       ,                            ,12.89,77.6,"351 Opposite Pai Mobiles, Bannerghatta Road, Opposite Pai Mobiles, 560076",     ,0.0,+91 97409 62887,,,,
Cafe Expresso,"3 Park View Apartments 8th Main Basaveshwara Nagar Shop No, Bengaluru 560079 India",India,560079,Karnataka,Italian        ,Cafe expresso is a small startup up initiated by a group of young enthusiastic entrepreneurs. Our motto is to provide quality and tasty food at affordable prices.,   ,                       ,                            ,12.99,77.53,"3 Park View Apartments 8th Main Basaveshwara Nagar Shop No, 560079",     ,0.0,+91 88678 90804,,,,
Shahi Khana,"16/1 5th Main Road Ramachandrappa Layout Kariyana Palya Lingarajpuram, Bengaluru 560084 India",India,560084,Karnataka,Chinese Indian       ,Take away restaurant,   ,                       ,                            ,13.02,77.62,"16/1 5th Main Road Ramachandrappa Layout Kariyana Palya Lingarajpuram, 560084",     ,0.0,+91 93807 37167,,,,
Nandi Cafe,"18 Sarjapura Main Road, Bengaluru 560035 India",India,560035,Karnataka,Indian        ,,   ,                       ,                            ,12.9,77.7,"18 Sarjapura Main Road, 560035",     ,0.0,+91 88619 37781,,,,
Oggarne,"5/11, 16th Cross, Hosur Main Road, Near Bbmp Office, Wilson Garden, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.84,77.68,"5/11, 16th Cross, Hosur Main Road, Near Bbmp Office, Wilson Garden",     ,0.0,+91 98459 44111,,,,
Mahammad Sadir,"#368 Swagath Main Road Jayanagar, Bengaluru 560041 India",India,560041,Karnataka,Chinese        ,,   ,                       ,                            ,12.93,77.6,"#368 Swagath Main Road, Jayanagar, 560041",     ,0.0,+91 98861 81683,,,,
Pallavi Hotel Restaurant,"7th Cross, Nanjappa Garden, Basapalya, Kalyan Nagar, Bengaluru 560040 India",India,560040,Karnataka,        ,,   ,                       ,                            ,12.97,77.53,"7th Cross, Nanjappa Garden, Basapalya, Kalyan Nagar, 560040",     ,0.0,+91 95918 51382,,,,
Beans,"No. 72, 1st Main, Kithaganur Main Road, Bhattarahalli, Near Garden City College, KR Puram, Bengaluru 560049 India",India,560049,Karnataka,        ,,   ,                       ,                            ,13.04,77.7,"No. 72, 1st Main, Kithaganur Main Road, Bhattarahalli, Near Garden City College, KR Puram, 560049",     ,0.0,+91 91643 49878,,,,
Malenadu Kitchen,"19/2A Konankunte cross, Kanakapura road Next to Metro cash and Carry Bangalore, Bengaluru 560078 India",India,560078,Karnataka,Indian        ,"Its a Multi Cuisine family restaurant. Test the best Malenadu dishes , South Indian, North Indian and Tandoori's . Beautiful ambience with best and most delicious Hygenic food.",   ,                       ,                            ,12.89,77.57,"19/2A Konankunte cross, Kanakapura road, Next to Metro cash and Carry Bangalore, 560078",     ,0.0,+91 96861 94190,,,,
It's Chai Time,"47/15, Doddathogur, Behind Kidzee, Electronics City, Bengaluru 560100 India",India,560100,Karnataka,        ,,   ,                       ,                            ,12.85,77.66,"47/15, Doddathogur, Behind Kidzee, Electronics City, 560100",     ,0.0,+91 81979 89889,,,,
Sri Sai Ram Hot Chips,"502, Sgr College Road, Munnekolal, Opposite Data Inc Technologies, Marathahalli, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.96,77.72,"502, Sgr College Road, Munnekolal, Opposite Data Inc Technologies, Marathahalli",     ,0.0,+91 99021 38207,,,,
Daily Bread,"28, 27th Cross, 9th Main Road, 2nd Stage, Near Sanjeevini Neurotherapy Health Care Centre, Banashankari, Bengaluru 560070 India",India,560070,Karnataka,        ,,   ,                       ,                            ,12.92,77.57,"28, 27th Cross, 9th Main Road, 2nd Stage, Near Sanjeevini Neurotherapy Health Care Centre, Banashankari, 560070",     ,0.0,+91 80 6450 0334,,,,
Venus Bakery,"Shiva Building-2, 3/76, Ramanjaneya Layout, Opposite Kalamandir, Marathahalli, Bengaluru 560072 India",India,560072,Karnataka,        ,,   ,                       ,                            ,12.96,77.72,"Shiva Building-2, 3/76, Ramanjaneya Layout, Opposite Kalamandir, Marathahalli, 560072",     ,0.0,+91 90085 01500,,,,
Hotel Arumai Restaurant,"Surya Complex, 11/12, Doddathogur, Hosur Main Road, Opposite to Venkateshwara Theatre, Electronics City, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.85,77.66,"Surya Complex, 11/12, Doddathogur, Hosur Main Road, Opposite to Venkateshwara Theatre, Electronics City",     ,0.0,+91 96633 19445,,,,
Punjdaryaa,"No 5 - 47/14 Chenna Reddy Building Doddathoguru, Bengaluru 560100 India",India,560100,Karnataka,        ,,   ,                       ,                            ,12.85,77.66,"No 5 - 47/14 Chenna Reddy Building Doddathoguru, 560100",     ,0.0,+91 88841 51666,,,,
Delight Fills,"Arekere Gate ,bannerghatta Road, Bengaluru 560076 India",India,560076,Karnataka,        ,,   ,                       ,                            ,12.94,77.6,"Arekere Gate ,bannerghatta Road, 560076",     ,0.0,+91 98453 74700,,,,
Veggie Way,"32 North Street, Bengaluru 560047 India",India,560047,Karnataka,        ,,   ,                       ,                            ,12.96,77.61,"32 North Street, 560047",     ,0.0,+91 74114 01506,,,,
Ambur Best Biryani,"89/4, Kadibisanahalli, Near Cesna Business Park, Outer Ring Road, Marathahalli, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.96,77.72,"89/4, Kadibisanahalli, Near Cesna Business Park, Outer Ring Road, Marathahalli",     ,0.0,+91 96633 58977,,,,
Chef Baker's,"580/295, Silver Square, Whitefield Road, Near Forum Value Mall, Whitefield, Bengaluru 560066 India",India,560066,Karnataka,        ,,   ,                       ,                            ,12.96,77.72,"580/295, Silver Square, Whitefield Road, Near Forum Value Mall, Whitefield, 560066",     ,0.0,+91 80 4174 3618,,,,
Istoria Cafe,"13 Curley Street, Bengaluru 560025 India",India,560025,Karnataka,        ,,   ,                       ,                            ,12.96,77.61,"13 Curley Street, 560025",     ,0.0,+91 98866 80707,,,,
Biryani Bhavan,"172/15B, Kathriguppe Main Road, 3rd Stage, Opposite Mahaveer Automobiles, Banashankari, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.94,77.56,"172/15B, Kathriguppe Main Road, 3rd Stage, Opposite Mahaveer Automobiles, Banashankari",     ,0.0,+91 98865 65143,,,,
Flame On,"20 Bethel Street, Bengaluru 560043 India",India,560043,Karnataka,Thai        ,,   ,                       ,                            ,13.02,77.64,"20 Bethel Street, 560043",     ,0.0,+91 80 4372 2555,,,,
Dumma's Restaurant,"18/1 - C Bellandur Gate Near Trinity Meadows Apartments Outer Ring Road Bellandur, Bengaluru 560058 India",India,560058,Karnataka,Chinese        ,,   ,                       ,                            ,13.01,77.53,"18/1 - C Bellandur Gate Near Trinity Meadows Apartments Outer Ring Road, Bellandur, 560058",     ,0.0,+91 80 4110 0909,,,,
Bunny Bakers,"1532/15, 39th East Cross Road, 4th T Block, Near State Bank Of India ATM, Jayanagar, Bengaluru 560041 India",India,560041,Karnataka,        ,,   ,                       ,                            ,12.92,77.59,"1532/15, 39th East Cross Road, 4th T Block, Near State Bank Of India ATM, Jayanagar, 560041",     ,0.0,+91 93412 55773,,,,
Sri Ganesh Sweets,"3 2nd Main Road, Bengaluru 560018 India",India,560018,Karnataka,        ,,   ,                       ,                            ,12.96,77.56,"3 2nd Main Road, 560018",     ,0.0,+91 94497 19671,,,,
Nandana Mess,"47/13, Doddathogur, Opposite Velankani 4th Gate, Electronics City, Bengaluru 560100 India",India,560100,Karnataka,        ,,   ,                       ,                            ,12.85,77.66,"47/13, Doddathogur, Opposite Velankani 4th Gate, Electronics City, 560100",     ,0.0,+91 81974 09049,,,,
Sri Ranganatha Bakery,"407, 1st Main Road Yelahanka New Town, Chikkabommasandra, Bengaluru 560064 India",India,560064,Karnataka,        ,,   ,                       ,                            ,13.09,77.58,"407, 1st Main Road, Yelahanka New Town, Chikkabommasandra, 560064",     ,0.0,+91 99809 78813,,,,
Kfc,"55, Bommasandra, Next to Hero Honda Showroom, Electronics City, Bengaluru 560099 India",India,560099,Karnataka,American Fast Food       ,,   ,                       ,                            ,12.84,77.67,"55, Bommasandra, Next to Hero Honda Showroom, Electronics City, 560099",     ,0.0,+91 80 4216 2196,,,,
Kolkata Famous Kathi Roll Centre,"Near Reliance Fresh, Whitefield, Bengaluru 560066 India",India,560066,Karnataka,        ,,   ,                       ,                            ,12.96,77.72,"Near Reliance Fresh, Whitefield, 560066",     ,0.0,+91 95807 30586,,,,
Raja Bakery,"18 8'th Main Road Vasanth Nagar, Bengaluru 560052 India",India,560052,Karnataka,        ,,   ,                       ,                            ,13.0,77.71,"18 8'th Main Road, Vasanth Nagar, 560052",     ,0.0,+91 94482 79662,,,,
Kadai Restaurant,"118 1st Main Road, Bengaluru 560006 India",India,560006,Karnataka,        ,,   ,                       ,                            ,13.0,77.71,"118 1st Main Road, 560006",     ,0.0,+91 94818 11099,,,,
Ashok Upahara,"#37 S C Road Gandhinagar, Bengaluru 560009 India",India,560009,Karnataka,Cafe        ,,Vegetarian Friendly   ,                       ,                            ,12.93,77.52,"#37 S C Road, Gandhinagar, 560009",     ,0.0,+91 99802 18756,,,,
Samba Shake N Juice,"Pns Complex 33 Vinayaka Layout Bhoopsandra Main Road, Bengaluru 560094 India",India,560094,Karnataka,Fast Food        ,,   ,                       ,                            ,13.04,77.58,"Pns Complex 33 Vinayaka Layout Bhoopsandra Main Road, 560094",     ,0.0,+91 74117 41269,,,,
Sri Sai Narasimha Hot Chips,"17/20, N.R Colony, Gandhi Bazaar, Near Rama Mandir, Basavanagudi, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,,,"17/20, N.R Colony, Gandhi Bazaar, Near Rama Mandir, Basavanagudi",     ,1.0,+91 99160 80049,5993.0,4395.0,4.0,3.01
Csecombo,"78 14th Cross Road, Bengaluru 560102 India",India,560102,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.64,"78 14th Cross Road, 560102",     ,0.0,+961 1 132 232,,,,
Azar,"22 5'th Main Road, Near Kollappa Circle, Bengaluru 560084 India",India,560084,Karnataka,Fast Food        ,,   ,                       ,                            ,13.02,77.64,"22 5'th Main Road, Near Kollappa Circle, 560084",     ,0.0,+91 98442 77777,,,,
Hopipop,"65 4th Cross Road, Bengaluru 560094 India",India,560094,Karnataka,Indian        ,,   ,                       ,                            ,13.03,77.58,"65 4th Cross Road, 560094",     ,0.0,+91 99800 03474,,,,
OvenTreats,"9, N6G Tower, 9th Main, 80 Feet Road, 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru 560043 India",India,560043,Karnataka,        ,,   ,                       ,                            ,13.03,77.62,"9, N6G Tower, 9th Main, 80 Feet Road, 1st Block, HRBR Layout, Kalyan Nagar, 560043",Lunch Dinner    ,0.0,+91 80 4513 4777,,,,
Chainese Eats,"#15 3'rd Cross Road Main Road, Pc Post, Bengaluru 560045 India",India,560045,Karnataka,Chinese        ,,   ,                       ,                            ,12.93,77.56,"#15 3'rd Cross Road, Main Road, Pc Post, 560045",     ,0.0,+91 76768 99299,,,,
The Eatery,"Jupiter Block, Prestige Platina Tech Park, Marathahalli-bellandur Outer Ring Road, Bengaluru 560087 India",India,560087,Karnataka,Pizza        ,,   ,                       ,                            ,12.94,77.69,"Jupiter Block, Prestige Platina Tech Park, Marathahalli-bellandur Outer Ring Road, 560087",     ,0.0,+91 80 4167 0888,,,,
Super Naati,"36/1, 7th Main Bellary Road, Next Adyar Ananda Bhavan, Ganga Nagar, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,13.03,77.59,"36/1, 7th Main Bellary Road, Next Adyar Ananda Bhavan, Ganga Nagar",     ,0.0,+91 97404 02222,,,,
Rangzen Restaurant,"50 Feet Road, 1st Stage, Near Dayanand College, Kumaraswamy Layout, Bengaluru 560078 India",India,560078,Karnataka,Chinese        ,,   ,                       ,                            ,12.91,77.56,"50 Feet Road, 1st Stage, Near Dayanand College, Kumaraswamy Layout, 560078",     ,0.0,+91 96203 84492,,,,
Food N Joyy,"3, 2nd Main Road, Khm Block, Opposite Shanthi Sagar, RT Nagar, Bengaluru 560032 India",India,560032,Karnataka,Chinese        ,,   ,                       ,                            ,13.03,77.6,"3, 2nd Main Road, Khm Block, Opposite Shanthi Sagar, RT Nagar, 560032",     ,0.0,+91 99861 42210,,,,
Raj Rasoi,"198, Behind Police Station, 1st Stage, Kumaraswamy Layout, Bengaluru 560078 India",India,560078,Karnataka,Chinese        ,,   ,                       ,                            ,12.9,77.56,"198, Behind Police Station, 1st Stage, Kumaraswamy Layout, 560078",     ,0.0,+91 88805 20649,,,,
Ab Foodz,"547, 91st Cross, Opposite Sagar Hospital, Kumaraswamy Layout, Bengaluru 560078 India",India,560078,Karnataka,Chinese        ,,   ,                       ,                            ,12.9,77.56,"547, 91st Cross, Opposite Sagar Hospital, Kumaraswamy Layout, 560078",     ,0.0,+91 93433 77886,,,,
Eastern Momos,"1, 20th C Cross, Rama Temple Road, Ejipura, Koramangala, Bengaluru 560047 India",India,560047,Karnataka,Chinese        ,,   ,                       ,                            ,12.97,77.65,"1, 20th C Cross, Rama Temple Road, Ejipura, Koramangala, 560047",     ,0.0,+91 87222 61000,,,,
Biryani Palace,"435, 13th Cross, Near Om Shakthi Temple, Anandapuram, Jeevan Bhima Nagar, Bengaluru 560075 India",India,560075,Karnataka,Chinese        ,,   ,                       ,                            ,12.97,77.65,"435, 13th Cross, Near Om Shakthi Temple, Anandapuram, Jeevan Bhima Nagar, 560075",     ,0.0,+91 98451 50817,,,,
Sri Krishna Chowki,"No 322 Shalini Complex Double Road Cmh Road, Bengaluru 560038 India",India,560038,Karnataka,        ,,   ,                       ,                            ,12.98,77.64,"No 322 Shalini Complex Double Road Cmh Road, 560038",     ,0.0,+91 80 2526 0038,,,,
Beau Belle Botique,"747/19 60th Cross 5th Block Rajajinagar, Bengaluru 560010 India",India,560010,Karnataka,        ,,   ,                       ,                            ,12.94,77.54,"747/19 60th Cross, 5th Block Rajajinagar, 560010",     ,0.0,+91 90359 81052,,,,
Venkateshwara Bakery & Sweets,"205, 5th Main, 3rd Stage, Near Vani School, Basaveshwara Nagar, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.99,77.54,"205, 5th Main, 3rd Stage, Near Vani School, Basaveshwara Nagar",     ,0.0,+91 89708 82195,,,,
Sri Sai Narasimha Hot Chips,"211, 7th Cross, 3rd Phase, 3rd Stage, Near Axis Bank, Banashankari, Bengaluru 560085 India",India,560085,Karnataka,        ,,   ,                       ,                            ,12.93,77.55,"211, 7th Cross, 3rd Phase, 3rd Stage, Near Axis Bank, Banashankari, 560085",     ,0.0,+91 99160 80049,,,,
Fisherwoman,"Bellandur, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.93,77.67,Bellandur,     ,0.0,+91 96114 67111,,,,
Sri Ganesh Juice & Chats,"56, Raj Building, Palace Guttahalli Main Road, Near Dattatreya Temple, Malleshwaram, Bengaluru 560003 India",India,560003,Karnataka,        ,,   ,                       ,                            ,13.0,77.58,"56, Raj Building, Palace Guttahalli Main Road, Near Dattatreya Temple, Malleshwaram, 560003",     ,0.0,+91 91413 61791,,,,
Sluurrp,"102/4, Next to Sai Leela Palace Apartments, Chelekere, Kalyan Nagar, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,13.03,77.64,"102/4, Next to Sai Leela Palace Apartments, Chelekere, Kalyan Nagar",     ,0.0,+91 88846 27984,,,,
Kivona's Kitchen,"16th Main 19th Cross, btm 2nd stage BTM 2nd Stage, Bengaluru 560076 India",India,560076,Karnataka,Indian        ,"We are Bangalore based startup company ""Kivona Group"". After doing much research and current market strategy, we came up with a solution for mid night hungry people at very reasonable price.",   ,                       ,                            ,12.91,77.61,"16th Main 19th Cross, btm 2nd stage, BTM 2nd Stage, 560076",     ,0.0,+91 97409 21357,,,,
Pragathi Bake Square,"51, Bda Complex, 3rd Block, Koramangala, Bengaluru 560095 India",India,560095,Karnataka,        ,,   ,                       ,                            ,12.94,77.62,"51, Bda Complex, 3rd Block, Koramangala, 560095",     ,0.0,+91 99450 72394,,,,
Bansuri Sweets,"906, GNR Plaza, 6th Block, Near Sony Signal, Koramangala, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.94,77.62,"906, GNR Plaza, 6th Block, Near Sony Signal, Koramangala",     ,0.0,+91 80 6533 6707,,,,
Chill,"Radha Hometel Hotel, 136/137, EPIP Industrial Estate, Near SAP Labs, Whitefield, Bengaluru 560066 India",India,560066,Karnataka,        ,,   ,                       ,                            ,12.97,77.75,"Radha Hometel Hotel, 136/137, EPIP Industrial Estate, Near SAP Labs, Whitefield, 560066",     ,0.0,+91 80662 26969,,,,
Shivanna Kabab Centere,"132/A Feet Road Ashwath Nagar, Bengaluru 560094 India",India,560094,Karnataka,Chinese        ,,   ,                       ,                            ,13.04,77.58,"132/A Feet Road, Ashwath Nagar, 560094",     ,0.0,+91 99720 11090,,,,
New Al Kabab Center,"12 R M V 2nd Stage Bhoopsandra Main Road, Bengaluru 560094 India",India,560094,Karnataka,Chinese        ,,   ,                       ,                            ,13.04,77.58,"12 R M V 2nd Stage Bhoopsandra Main Road, 560094",     ,0.0,+91 90086 78666,,,,
Turquoise,"Quality Inn Shravanthi, 60, 13th Cross, 2nd Main, JP Nagar, Phase - 3, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.91,77.58,"Quality Inn Shravanthi, 60, 13th Cross, 2nd Main, JP Nagar, Phase - 3, 560078",     ,0.0,+91 80 4245 6060,,,,
Kamat Upahaar,"S 21, Bel Shopping Complex, Opposite Jalahalli Post Office, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,12.9,77.57,"S 21, Bel Shopping Complex, Opposite Jalahalli Post Office",     ,0.0,,,,,
Delicious Bite,"33/16, Byrappa Layout, Govindapura, RT Nagar, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,13.03,77.62,"33/16, Byrappa Layout, Govindapura, RT Nagar",     ,0.0,+91 98865 65898,,,,
Sasriakal B'Lore,"G02, Splendid Plaza, Wheeler Road, Near Food World, Cox Town, Bengaluru 560005 India",India,560005,Karnataka,        ,,   ,                       ,                            ,12.99,77.61,"G02, Splendid Plaza, Wheeler Road, Near Food World, Cox Town, 560005",     ,0.0,+91 80 6050 9050,,,,
Biriyani Kingdom,"506 6'th Cross Road, Near Kormangala Club, Bengaluru 560095 India",India,560095,Karnataka,        ,,   ,                       ,                            ,12.94,77.62,"506 6'th Cross Road, Near Kormangala Club, 560095",     ,0.0,+91 80 4147 5030,,,,
Airplane Restaurant,"Militry Area, Bengaluru 560022 India",India,560022,Karnataka,        ,,   ,                       ,                            ,12.31,76.71,"Militry Area, 560022",     ,0.0,,,,,
1947 Restaurant,"2 West Of Chord Road, Bengaluru 560044 India",India,560044,Karnataka,Indian        ,,   ,                       ,                            ,12.98,77.55,"2 West Of Chord Road, 560044",     ,0.0,+91 80 2860 5666,,,,
Hotel Maredian  Restaurant,"1, 3rd Cross, Keonics Road, Phase 1, Opposite Cyber Park, Electronics City, Bengaluru 560100 India",India,560100,Karnataka,Chinese        ,,   ,                       ,                            ,12.86,77.65,"1, 3rd Cross, Keonics Road, Phase 1, Opposite Cyber Park, Electronics City, 560100",     ,0.0,+91 87922 83590,,,,
Roti n' Boti,"#79, 80 Feet Road, Opp FM Silks, Chandra Layout, Bengaluru 560040 India",India,560040,Karnataka,Indian        ,"We at Roti n' Boti serves authentic Indian cuisines. We choose our ingredients carefully so that they are truly authentic and not of any artificial means. We offer dining, take-away, home-delivery and catering services. Do drop in to enjoy some mouth-watering Indian dishes.",   ,                       ,                            ,12.96,77.53,"#79, 80 Feet Road, Opp FM Silks, Chandra Layout, 560040",     ,0.0,+91 98865 88992,,,,
Brik Oven,"Brik Oven, Unit No.3f-307, 3rd Floor, Forum Falcon City Kanakapura Road, Konanakunte Cross Metro Station,, Bengaluru 560062 India",India,560062,Karnataka,        ,,   ,                       ,                            ,17.43,78.44,"Brik Oven, Unit No.3f-307, 3rd Floor, Forum Falcon City Kanakapura Road, Konanakunte Cross Metro Station,, 560062",     ,0.0,+91063649 24325,,,,
Singh Saahab,"931, 4th Cross, 16th Main Btm, Bengaluru 560067 India",India,560067,Karnataka,        ,,   ,                       ,                            ,12.98,77.63,"931, 4th Cross, 16th Main, Btm, 560067",     ,0.0,+91 920607051,,,,
Shiva Sai Fast Food,"Raj Mahal Vilas 2nd Stage Bhoopsandra Main Road Bhoopasandra, Near Gururaj Condiments, Bengaluru 560094 India",India,560094,Karnataka,Indian Cafe       ,,Vegetarian Friendly   ,                       ,                            ,13.04,77.58,"Raj Mahal Vilas 2nd Stage Bhoopsandra Main Road, Bhoopasandra, Near Gururaj Condiments, 560094",     ,0.0,+91 80 2351 1150,,,,
Foodiction,"977 8th Main, Bengaluru 560050 India",India,560050,Karnataka,        ,,   ,                       ,                            ,12.94,77.56,"977 8th Main, 560050",     ,0.0,+91 99161 07070,,,,
Bhel Corner,"209/37, 14th Main, 50 Feet Road, Girinagar, Banashankari, Bengaluru 560050 India",India,560050,Karnataka,        ,,   ,                       ,                            ,12.94,77.56,"209/37, 14th Main, 50 Feet Road, Girinagar, Banashankari, 560050",     ,0.0,+91 99800 97386,,,,
